City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Nome,64.5011,-165.4064,59.16,76,75,6.91,US,2022-06-28 23:05:17
297,College,64.8569,-147.8028,75.58,44,100,10.36,US,2022-06-28 23:08:34
298,Santa Rosa,14.3122,121.1114,81.09,84,100,1.99,PH,2022-06-28 23:08:34
299,Kavieng,-2.5744,150.7967,82.83,69,98,7.99,PG,2022-06-28 23:08:35
300,Palmer,42.1584,-72.3287,78.4,50,20,0.0,US,2022-06-28 23:08:35
301,Bonavista,48.6499,-53.1147,60.6,87,79,16.02,CA,2022-06-28 23:08:36
302,Priyutovo,53.9,53.9333,40.62,93,57,7.47,RU,2022-06-28 23:08:36
303,Avera,33.194,-82.5271,73.45,84,97,7.23,US,2022-06-28 23:05:38
304,Springbok,-29.6643,17.8865,54.59,52,0,12.53,ZA,2022-06-28 23:08:37
305,Diffa,13.3154,12.6113,89.38,35,39,7.61,NE,2022-06-28 23:08:37
306,Souillac,-20.5167,57.5167,69.76,62,83,18.05,MU,2022-06-28 23:08:37
307,Bulaevo,54.9056,70.4439,46.38,93,92,8.08,KZ,2022-06-28 23:08:38
308,Sayyan,15.1718,44.3244,67.48,29,94,3.09,YE,2022-06-28 23:08:39
309,Novoagansk,61.9449,76.6625,46.17,94,98,9.86,RU,2022-06-28 23:08:40
310,Tuatapere,-46.1333,167.6833,47.1,87,98,7.14,NZ,2022-06-28 23:08:40
311,San Policarpo,12.1791,125.5072,79.02,81,100,4.72,PH,2022-06-28 23:08:40
312,Santa Maria Del Oro,25.9333,-105.3667,78.78,39,88,12.71,MX,2022-06-28 23:08:41
313,Sao Joao Da Barra,-21.6403,-41.0511,68.97,73,1,14.83,BR,2022-06-28 23:05:10
314,Srednekolymsk,67.45,153.6833,47.12,80,100,7.4,RU,2022-06-28 23:08:41
315,Hennenman,-27.9765,27.0242,43.77,44,0,3.96,ZA,2022-06-28 23:08:42
316,Maniitsoq,65.4167,-52.9,44.94,86,100,8.5,GL,2022-06-28 23:08:42
317,Remanso,-9.6179,-42.0831,75.58,50,4,7.0,BR,2022-06-28 23:08:43
318,Sandakan,5.8402,118.1179,76.33,92,100,3.76,MY,2022-06-28 23:08:43
319,Puerto Baquerizo Moreno,-0.9,-89.6,70.97,80,26,13.22,EC,2022-06-28 23:08:43
320,Bubaque,11.2833,-15.8333,79.92,84,100,8.99,GW,2022-06-28 23:08:44
321,Babugarh,28.7167,77.85,90.48,55,77,5.93,IN,2022-06-28 23:08:44
322,Urumqi,43.801,87.6005,68.95,68,0,2.24,CN,2022-06-28 23:06:02
323,Clyde River,70.4692,-68.5914,34.45,100,100,5.84,CA,2022-06-28 23:07:36
324,Ratnagiri,16.9833,73.3,79.74,88,84,9.06,IN,2022-06-28 23:08:45
325,Isangel,-19.55,169.2667,78.28,73,99,2.68,VU,2022-06-28 23:04:09
326,Ziro,27.6333,93.8333,58.68,100,100,0.51,IN,2022-06-28 23:08:46
327,Vostok,46.4856,135.8833,65.93,66,86,1.1,RU,2022-06-28 23:08:46
328,Shiyan,32.6475,110.7781,76.3,59,11,3.87,CN,2022-06-28 23:08:47
329,Bambous Virieux,-20.3428,57.7575,65.21,60,50,19.17,MU,2022-06-28 23:08:47
330,Jalingo,8.8833,11.3667,74.88,91,82,3.31,NG,2022-06-28 23:08:48
331,Terrak,65.087,12.3715,55.27,96,99,3.65,NO,2022-06-28 23:08:48
332,Najran,17.4924,44.1277,82.04,23,100,3.18,SA,2022-06-28 23:08:48
333,Terekli-Mekteb,44.1671,45.8698,73.8,47,94,6.64,RU,2022-06-28 23:08:49
334,Gravdal,68.1214,13.5031,60.89,81,49,10.38,NO,2022-06-28 23:08:49
335,Komsomolskiy,40.4272,71.7189,83.07,24,0,3.13,UZ,2022-06-28 23:08:50
336,Vanavara,60.34,102.2797,57.13,82,21,8.86,RU,2022-06-28 23:08:50
337,West Plains,36.7281,-91.8524,85.82,43,0,5.75,US,2022-06-28 23:08:50
338,Ust-Omchug,61.15,149.6333,66.54,53,12,9.82,RU,2022-06-28 23:08:51
339,Iracoubo,5.4802,-53.2011,77.09,87,78,7.83,GF,2022-06-28 23:08:52
340,Xuddur,4.1213,43.8894,70.65,78,96,18.23,SO,2022-06-28 23:08:52
341,Iskateley,67.6803,53.1512,40.06,82,97,15.64,RU,2022-06-28 23:08:52
342,Gwadar,25.1216,62.3254,82.44,85,39,7.05,PK,2022-06-28 23:08:53
343,Pacifica,37.6138,-122.4869,87.15,69,20,23.02,US,2022-06-28 23:08:53
344,Yulara,-25.2406,130.9889,49.95,66,100,7.83,AU,2022-06-28 23:08:54
345,Karasjok,69.4719,25.5112,67.89,75,15,9.19,NO,2022-06-28 23:08:54
346,Amapa,1.0,-52.0,72.45,97,64,1.36,BR,2022-06-28 23:08:54
347,Murgab,37.4966,61.9714,88.41,17,0,7.45,TM,2022-06-28 23:08:55
348,Eureka,40.8021,-124.1637,73.13,68,28,7.0,US,2022-06-28 23:05:54
349,Zhangye,38.9342,100.4517,73.0,26,12,7.94,CN,2022-06-28 23:08:55
350,Fuente De Oro,3.4594,-73.6128,76.14,86,25,3.15,CO,2022-06-28 23:08:56
351,Tura,25.5198,90.2201,72.84,98,100,4.47,IN,2022-06-28 23:08:56
352,Poum,-20.2333,164.0167,74.89,78,17,21.14,NC,2022-06-28 23:08:57
353,Alyangula,-13.8483,136.4192,75.43,62,99,18.99,AU,2022-06-28 23:08:57
354,Ozernovskiy,51.5,156.5167,48.94,88,97,5.66,RU,2022-06-28 23:08:58
355,Neenah,44.1858,-88.4626,75.54,66,100,11.5,US,2022-06-28 23:07:46
356,Ingham,42.6,-84.3833,79.02,41,0,6.91,US,2022-06-28 23:08:58
357,Shenjiamen,29.9576,122.298,75.72,95,98,21.41,CN,2022-06-28 23:08:58
358,Narsaq,60.9167,-46.05,57.42,91,100,1.07,GL,2022-06-28 23:08:59
359,Dicabisagan,17.0818,122.4157,78.35,92,100,9.86,PH,2022-06-28 23:08:59
360,Kletnya,53.3897,33.2171,65.21,94,99,6.64,RU,2022-06-28 23:09:00
361,Waingapu,-9.6567,120.2641,76.46,82,65,8.39,ID,2022-06-28 23:09:00
362,Kachiry,53.0675,76.1036,58.98,59,13,7.72,KZ,2022-06-28 23:09:01
363,Oriximina,-1.7656,-55.8661,77.94,81,86,3.71,BR,2022-06-28 23:09:01
364,Pochutla,15.7432,-96.4661,85.82,72,72,3.87,MX,2022-06-28 23:09:02
365,Lisakovsk,52.5369,62.4936,45.41,81,54,8.88,KZ,2022-06-28 23:09:02
366,Acarau,-2.8856,-40.12,77.76,77,13,12.95,BR,2022-06-28 23:09:03
367,Kavaratti,10.5669,72.642,82.0,78,100,21.23,IN,2022-06-28 23:10:04
368,Sobolevo,54.4299,31.8996,64.47,92,99,5.5,RU,2022-06-28 23:10:05
369,Dalvik,65.9702,-18.5286,50.65,90,91,2.35,IS,2022-06-28 23:05:32
370,Tanggu,39.0211,117.6469,73.36,73,53,4.97,CN,2022-06-28 23:10:06
371,Jampur,29.6441,70.5954,98.73,36,79,20.36,PK,2022-06-28 23:10:07
372,Uyuni,-20.4597,-66.825,43.74,45,0,3.94,BO,2022-06-28 23:10:07
373,Rosetta,31.4044,30.4164,74.8,79,0,7.52,EG,2022-06-28 23:10:08
374,Morondava,-20.2833,44.2833,67.05,51,0,16.06,MG,2022-06-28 23:10:09
375,Haines Junction,60.7522,-137.5108,82.53,25,67,1.86,CA,2022-06-28 23:08:18
376,Bonfim,3.0833,-59.95,75.52,86,94,2.53,BR,2022-06-28 23:10:10
377,Anadyr,64.75,177.4833,59.5,62,0,20.13,RU,2022-06-28 23:10:11
378,Marienburg,54.0359,19.0266,62.87,94,44,6.64,PL,2022-06-28 23:10:11
379,Ballina,-28.8667,153.5667,56.01,99,98,5.3,AU,2022-06-28 23:10:12
380,Sagua La Grande,22.8067,-80.0756,74.39,85,96,3.29,CU,2022-06-28 23:10:13
381,Katsuura,35.1333,140.3,78.33,83,69,17.96,JP,2022-06-28 23:10:13
382,Zhoucheng,35.9122,116.3117,78.85,75,62,6.98,CN,2022-06-28 23:10:14
383,Broken Hill,-31.95,141.4333,49.59,45,100,5.7,AU,2022-06-28 23:10:15
384,Kyshtovka,56.555,76.6271,52.61,92,100,9.69,RU,2022-06-28 23:10:16
385,Yuanping,38.7153,112.7575,67.14,73,22,2.55,CN,2022-06-28 23:10:16
386,Beringovskiy,63.05,179.3167,51.15,72,12,16.8,RU,2022-06-28 23:09:38
387,Tessalit,20.1986,1.0114,95.81,20,93,6.11,ML,2022-06-28 23:10:17
388,Khakhea,-24.6895,23.494,48.96,65,14,7.56,BW,2022-06-28 23:10:18
389,Chaihe,44.7667,129.7,64.85,87,97,6.71,CN,2022-06-28 23:10:18
390,Fare,-16.7,-151.0167,79.68,75,46,19.69,PF,2022-06-28 23:10:19
391,Contamana,-7.3333,-75.0167,80.13,59,17,3.62,PE,2022-06-28 23:10:20
392,Bhatkal,13.9667,74.5667,79.63,89,100,10.6,IN,2022-06-28 23:10:21
393,Churachandpur,24.3333,93.6667,67.37,100,100,1.59,IN,2022-06-28 23:10:22
394,Tabuk,17.4189,121.4443,74.93,97,100,4.99,PH,2022-06-28 23:10:23
395,Tateyama,34.9833,139.8667,76.28,89,66,17.85,JP,2022-06-28 23:10:23
396,Brae,60.3964,-1.353,54.95,86,94,20.74,GB,2022-06-28 23:10:24
397,Axim,4.8699,-2.2405,76.51,91,55,5.93,GH,2022-06-28 23:10:24
398,Antsohihy,-14.8796,47.9875,70.11,56,51,12.91,MG,2022-06-28 23:10:25
399,Manokwari,-0.8667,134.0833,80.55,72,26,4.47,ID,2022-06-28 23:09:01
400,Juli,-16.2167,-69.45,41.76,47,40,2.15,PE,2022-06-28 23:10:26
401,Luderitz,-26.6481,15.1594,70.23,35,0,23.82,NA,2022-06-28 23:10:27
402,Bonthe,7.5264,-12.505,73.71,93,100,3.22,SL,2022-06-28 23:10:27
403,Ginda,30.6945,78.4932,69.58,89,94,1.48,IN,2022-06-28 23:10:28
404,Marzuq,14.4,46.4667,80.78,40,85,1.7,YE,2022-06-28 23:10:28
405,Ust-Maya,60.4167,134.5333,71.38,59,67,3.74,RU,2022-06-28 23:10:28
406,Blagoyevo,63.3667,47.9167,41.25,77,6,5.7,RU,2022-06-28 23:10:29
407,Buraydah,26.326,43.975,84.74,15,13,8.14,SA,2022-06-28 23:10:29
408,Kadirli,37.3739,36.0961,72.41,71,2,3.09,TR,2022-06-28 23:10:30
409,Ewa Beach,21.3156,-158.0072,85.95,54,75,23.02,US,2022-06-28 23:10:31
410,Mabaruma,8.2,-59.7833,73.26,99,100,2.59,GY,2022-06-28 23:10:31
411,Raduzhnyy,62.0961,77.475,47.1,93,100,10.83,RU,2022-06-28 23:10:32
412,Beira,-19.8436,34.8389,68.14,75,80,14.61,MZ,2022-06-28 23:10:32
413,Suluq,31.6682,20.2521,81.25,38,0,7.72,LY,2022-06-28 23:10:32
414,Hare Bay,48.8499,-54.0148,72.19,77,86,10.83,CA,2022-06-28 23:10:33
415,Nouadhibou,20.931,-17.0347,68.95,80,4,26.73,MR,2022-06-28 23:10:33
416,Kuah,6.3265,99.8432,83.16,75,99,7.47,MY,2022-06-28 23:10:34
417,Uvalde,29.3669,-99.767,90.12,61,100,17.27,US,2022-06-28 23:10:34
418,Toguchin,55.2353,84.3858,52.84,84,80,6.08,RU,2022-06-28 23:10:35
419,Suzhou,31.3114,120.6181,79.52,87,96,2.39,CN,2022-06-28 23:08:30
420,Datong,40.0936,113.2914,66.04,71,81,3.69,CN,2022-06-28 23:10:35
421,Skelleftea,64.7507,20.9528,68.36,83,75,3.44,SE,2022-06-28 23:10:36
422,Nowe Miasto Lubawskie,53.4208,19.5952,60.98,96,77,6.98,PL,2022-06-28 23:10:36
423,North Myrtle Beach,33.816,-78.68,79.11,81,20,8.05,US,2022-06-28 23:10:11
424,Sunyani,7.3399,-2.3268,71.38,98,84,3.69,GH,2022-06-28 23:10:37
425,Mandalgovi,45.7625,106.2708,69.73,47,0,2.44,MN,2022-06-28 23:10:38
426,Clemencia,10.5665,-75.325,81.77,82,79,6.2,CO,2022-06-28 23:10:38
427,Telimele,10.9167,-13.3333,70.83,98,100,2.13,GN,2022-06-28 23:10:39
428,Belyy Yar,53.6039,91.3903,55.85,73,0,0.0,RU,2022-06-28 23:10:39
429,Paamiut,61.994,-49.6678,44.53,86,100,44.36,GL,2022-06-28 23:10:40
430,Tuensang,26.2833,94.8333,68.4,94,100,2.62,IN,2022-06-28 23:10:40
431,Bereda,43.2686,-7.5406,55.02,97,25,2.57,ES,2022-06-28 23:10:41
432,Tatawin,32.9297,10.4518,91.2,17,4,2.95,TN,2022-06-28 23:10:41
433,Pangai,-19.8,-174.35,78.26,88,7,14.32,TO,2022-06-28 23:10:42
434,Sumenep,-7.0167,113.8667,76.41,79,44,5.19,ID,2022-06-28 23:10:42
435,Soure,-0.7167,-48.5233,79.0,82,96,7.38,BR,2022-06-28 23:10:42
436,Lukovetskiy,64.2956,41.9211,40.26,79,3,4.0,RU,2022-06-28 23:10:43
437,Dubuque,42.4833,-90.8668,82.85,37,0,18.41,US,2022-06-28 23:10:43
438,Sao Filipe,14.8961,-24.4956,74.82,76,65,10.42,CV,2022-06-28 23:10:44
439,Airai,-8.9266,125.4092,59.95,93,86,4.16,TL,2022-06-28 23:10:44
440,Yenagoa,4.9247,6.2642,74.44,96,99,3.15,NG,2022-06-28 23:10:45
441,Beloha,-25.1667,45.05,61.81,67,14,12.24,MG,2022-06-28 23:10:45
442,Karur,10.95,78.0833,79.11,70,70,14.45,IN,2022-06-28 23:10:45
443,Batagay-Alyta,67.8006,130.4114,41.74,80,100,3.38,RU,2022-06-28 23:10:46
444,Olafsvik,64.8945,-23.7142,49.37,86,11,8.05,IS,2022-06-28 23:10:46
445,Mackay,-21.15,149.2,67.68,72,100,18.57,AU,2022-06-28 23:10:47
446,Jati,24.3539,68.2671,85.6,77,100,16.28,PK,2022-06-28 23:10:47
447,Akdagmadeni,39.6603,35.8836,52.39,87,59,1.48,TR,2022-06-28 23:10:48
448,Sturgis,41.7992,-85.4192,82.2,32,0,6.91,US,2022-06-28 23:10:48
449,Mercedes,-34.6515,-59.4307,53.04,50,41,5.88,AR,2022-06-28 23:10:49
450,Porto Novo,6.4965,2.6036,76.98,89,39,5.46,BJ,2022-06-28 23:10:49
451,Baixo Guandu,-19.5189,-41.0158,64.22,66,20,3.15,BR,2022-06-28 23:10:50
452,Kosh-Agach,50.0,88.6667,52.59,74,1,1.43,RU,2022-06-28 23:10:50
453,Rio Gallegos,-51.6226,-69.2181,38.39,78,98,22.19,AR,2022-06-28 23:07:12
454,Scottsbluff,41.8666,-103.6672,95.77,17,0,4.61,US,2022-06-28 23:10:51
455,Tyukhtet,56.5389,89.3011,55.76,83,94,4.27,RU,2022-06-28 23:10:51
456,Honiara,-9.4333,159.95,84.52,64,41,6.53,SB,2022-06-28 23:10:51
457,Solnechnyy,50.7214,136.6319,71.69,71,98,4.0,RU,2022-06-28 23:10:52
458,Manta,-0.95,-80.7333,76.78,78,20,16.11,EC,2022-06-28 23:10:52
459,Naze,28.3667,129.4833,79.09,85,11,12.53,JP,2022-06-28 23:10:53
460,Kasiri,8.9412,-13.1148,74.52,91,100,1.59,SL,2022-06-28 23:10:53
461,Hirara,24.8,125.2833,83.23,79,100,20.92,JP,2022-06-28 23:10:54
462,Port Macquarie,-31.4333,152.9167,55.89,67,97,3.6,AU,2022-06-28 23:07:22
463,Salalah,17.0151,54.0924,84.29,89,100,3.44,OM,2022-06-28 23:10:54
464,Pacific Grove,36.6177,-121.9166,78.75,66,0,11.5,US,2022-06-28 23:10:55
465,Bantou,26.2151,117.4893,79.63,85,100,1.5,CN,2022-06-28 23:10:55
466,Zhigalovo,54.8097,105.1578,66.56,94,97,4.0,RU,2022-06-28 23:10:56
467,Singkang,2.1006,102.7994,76.39,91,93,3.31,MY,2022-06-28 23:10:56
468,Bardiyah,31.7561,25.0865,76.19,74,0,12.06,LY,2022-06-28 23:10:56
469,Kalabo,-14.97,22.6814,50.07,86,10,5.84,ZM,2022-06-28 23:10:57
470,Tanout,14.9709,8.8879,92.5,23,92,5.14,NE,2022-06-28 23:10:57
471,Markova,48.6758,24.4138,65.61,61,29,5.53,UA,2022-06-28 23:10:58
472,Smithers,54.7804,-127.1743,63.48,86,100,3.38,CA,2022-06-28 23:10:58
473,Great Yarmouth,52.6083,1.7305,60.94,79,82,10.04,GB,2022-06-28 23:10:59
474,Kodinsk,58.6881,99.1844,59.07,75,3,4.45,RU,2022-06-28 23:10:59
475,Qaqortoq,60.7167,-46.0333,42.35,94,100,1.99,GL,2022-06-28 23:10:59
476,Bouna,9.2667,-3.0,75.42,80,62,4.88,CI,2022-06-28 23:11:00
477,Tornio,65.8481,24.1466,66.22,77,7,11.16,FI,2022-06-28 23:11:00
478,Butka,56.7179,63.7866,43.47,97,89,6.71,RU,2022-06-28 23:11:01
479,Aksha,50.2814,113.2867,72.32,53,55,2.62,RU,2022-06-28 23:11:01
480,Sumkino,58.1108,68.3244,43.75,95,99,6.96,RU,2022-06-28 23:11:02
481,Coquimbo,-29.9533,-71.3436,55.13,82,0,4.61,CL,2022-06-28 23:11:03
482,Moorhead,46.8739,-96.7676,67.98,53,75,11.5,US,2022-06-28 23:11:03
483,Margate,51.3813,1.3862,60.31,82,88,1.99,GB,2022-06-28 23:11:04
484,Gigmoto,13.7796,124.39,79.59,87,100,7.9,PH,2022-06-28 23:11:04
485,El Dorado,38.7666,-120.5177,94.93,21,1,3.0,US,2022-06-28 23:06:36
486,Canon City,38.441,-105.2424,91.56,14,0,6.91,US,2022-06-28 23:11:06
487,Manzhouli,49.6,117.4333,77.36,44,0,5.61,CN,2022-06-28 23:11:06
488,Daoukro,7.0591,-3.9631,72.25,99,99,2.66,CI,2022-06-28 23:11:06
489,Zhuanghe,39.7008,122.9911,71.67,90,100,0.63,CN,2022-06-28 23:11:07
490,Chepareria,1.3077,35.2039,60.8,88,69,2.8,KE,2022-06-28 23:11:08
491,Impfondo,1.6381,18.0667,71.65,89,100,1.05,CG,2022-06-28 23:11:08
492,Media Luna,20.1419,-77.435,84.04,69,45,2.71,CU,2022-06-28 23:11:09
493,Yermish,54.7678,42.2711,49.08,73,0,5.79,RU,2022-06-28 23:06:55
494,Ulladulla,-35.35,150.4667,50.88,61,100,6.8,AU,2022-06-28 23:11:10
495,Rabo De Peixe,37.8,-25.5833,70.29,77,75,8.05,PT,2022-06-28 23:11:11
496,Santa Clara,22.4,-79.9667,73.06,94,75,5.75,CU,2022-06-28 23:11:11
497,San Carlos De Bariloche,-41.1456,-71.3082,36.25,72,100,9.28,AR,2022-06-28 23:11:12
498,Frederico Westphalen,-27.3592,-53.3944,61.45,95,85,7.83,BR,2022-06-28 23:11:12
499,Alofi,-19.0595,-169.9187,82.29,78,75,11.5,NU,2022-06-28 23:06:41
500,Sri Aman,1.2376,111.4621,73.38,98,98,2.19,MY,2022-06-28 23:11:13
501,Baiyin,36.5583,104.2081,67.12,44,1,4.59,CN,2022-06-28 23:11:14
502,Arlit,18.7369,7.3853,95.7,11,13,5.97,NE,2022-06-28 23:11:14
503,Torbay,47.6666,-52.7314,61.54,86,96,11.63,CA,2022-06-28 23:11:15
504,Noumea,-22.2763,166.4572,73.0,99,100,6.96,NC,2022-06-28 23:11:15
505,Buchanan,5.8808,-10.0467,77.2,88,90,2.91,LR,2022-06-28 23:11:16
506,Coahuayana,18.7333,-103.6833,87.67,59,96,6.53,MX,2022-06-28 23:11:16
507,Lufilufi,-13.8745,-171.5986,87.58,75,5,19.86,WS,2022-06-28 23:11:17
508,Magnolia,33.2671,-93.2393,85.87,35,2,7.72,US,2022-06-28 23:11:18
509,Arenapolis,-14.4503,-56.8461,72.61,51,0,3.22,BR,2022-06-28 23:11:18
510,Oxford,51.7522,-1.256,60.96,72,0,9.22,GB,2022-06-28 23:07:32
511,Tiznit,29.5833,-9.5,61.93,83,68,5.3,MA,2022-06-28 23:11:19
512,Bosaso,11.2842,49.1816,90.59,40,97,26.44,SO,2022-06-28 23:11:19
513,Mikkeli,61.6886,27.2723,62.71,59,0,6.91,FI,2022-06-28 23:11:20
514,Mataram,-8.5833,116.1167,74.21,87,62,8.19,ID,2022-06-28 23:11:20
515,George Town,5.4112,100.3354,81.9,87,20,0.0,MY,2022-06-28 23:09:15
516,Ballitoville,-29.539,31.2144,57.24,66,0,4.45,ZA,2022-06-28 23:11:21
517,Talakan,50.3167,130.3667,70.92,75,8,2.62,RU,2022-06-28 23:11:22
518,Acapulco,16.8634,-99.8901,85.82,70,100,4.61,MX,2022-06-28 23:11:22
519,Bratsk,56.1325,101.6142,57.34,74,86,4.05,RU,2022-06-28 23:11:22
520,Goma,-1.6792,29.2228,60.89,77,35,3.11,CD,2022-06-28 23:11:23
521,Nishihara,26.1842,127.7558,83.86,82,40,14.97,JP,2022-06-28 23:11:23
522,Sur,22.5667,59.5289,86.85,67,16,7.27,OM,2022-06-28 23:11:01
523,Havelock,34.8791,-76.9013,80.96,63,100,3.0,US,2022-06-28 23:06:24
524,Manjacaze,-24.7117,33.8828,63.48,68,99,3.33,MZ,2022-06-28 23:11:25
525,Ahipara,-35.1667,173.1667,56.59,86,100,13.18,NZ,2022-06-28 23:10:15
526,Gouyave,12.1646,-61.7296,77.02,90,92,23.26,GD,2022-06-28 23:11:25
527,Saint-Augustin,51.226,-58.6502,65.39,55,86,18.01,CA,2022-06-28 23:11:26
528,Pathein,16.7833,94.7333,78.3,90,100,3.11,MM,2022-06-28 23:08:09
529,Khandyga,62.6667,135.6,63.28,63,69,4.9,RU,2022-06-28 23:11:26
530,Tres Arroyos,-38.3739,-60.2798,50.52,51,4,10.04,AR,2022-06-28 23:09:25
531,Lubbock,33.6001,-101.8338,82.65,44,75,12.66,US,2022-06-28 23:09:49
532,Kviteseid,59.4022,8.4927,52.84,78,16,3.2,NO,2022-06-28 23:11:27
533,Cuiluan,47.72,128.648,71.46,79,15,1.63,CN,2022-06-28 23:11:28
534,Lorengau,-2.0226,147.2712,82.09,77,78,9.82,PG,2022-06-28 23:11:28
535,Nokia,61.4667,23.5,71.58,64,0,11.5,FI,2022-06-28 23:11:29
536,Patterson,37.4716,-121.1297,100.15,8,0,12.19,US,2022-06-28 23:11:29
537,Dwarka,22.2394,68.9678,84.43,79,100,16.37,IN,2022-06-28 23:09:02
538,Luleburgaz,41.4039,27.3592,66.87,77,84,6.85,TR,2022-06-28 23:11:30
539,Autun,46.95,4.3,56.39,78,4,2.42,FR,2022-06-28 23:11:31
540,Calvinia,-31.4707,19.776,51.57,49,0,6.58,ZA,2022-06-28 23:11:31
541,Lloydminster,53.2835,-110.0016,64.72,57,100,10.67,CA,2022-06-28 23:11:06
542,Okhotsk,59.3833,143.3,52.97,84,89,7.07,RU,2022-06-28 23:11:32
543,Walvis Bay,-22.9575,14.5053,71.56,30,0,9.82,NA,2022-06-28 23:11:32
544,Kieta,-6.2167,155.6333,83.41,70,92,6.58,PG,2022-06-28 23:11:33
545,Nyuzen,36.9333,137.5,79.79,62,100,5.08,JP,2022-06-28 23:11:33
546,Salta,-24.7859,-65.4117,48.58,58,0,1.99,AR,2022-06-28 23:11:08
547,Kruisfontein,-34.0033,24.7314,56.23,38,0,7.0,ZA,2022-06-28 23:11:34
548,Escarcega,18.6089,-90.7454,82.9,68,62,3.96,MX,2022-06-28 23:11:34
549,Colares,38.7992,-9.4469,65.28,74,1,30.0,PT,2022-06-28 23:11:35
550,Gushikawa,26.3544,127.8686,83.79,82,0,12.66,JP,2022-06-28 23:11:35
551,Caceres,39.522,-6.3748,66.54,33,0,8.25,ES,2022-06-28 23:11:36
552,Mayo,38.8876,-76.5119,81.36,55,0,6.91,US,2022-06-28 23:11:26
553,Riyadh,24.6877,46.7219,86.14,14,91,11.92,SA,2022-06-28 23:09:36
554,Lethem,3.3803,-59.7968,75.07,87,92,3.36,GY,2022-06-28 23:12:36
555,Kidal,18.4411,1.4078,92.39,25,40,8.88,ML,2022-06-28 23:12:37
556,Male,4.1748,73.5089,82.51,76,32,11.68,MV,2022-06-28 23:12:37
557,Estelle,29.8458,-90.1067,88.0,66,75,13.8,US,2022-06-28 23:12:38
558,Southampton,50.904,-1.4043,61.9,78,100,5.99,GB,2022-06-28 23:09:45
559,Yeppoon,-23.1333,150.7333,60.58,80,100,15.48,AU,2022-06-28 23:12:38
560,Mehamn,71.0357,27.8492,62.55,88,18,0.0,NO,2022-06-28 23:11:29
561,Cremlingen,52.25,10.65,61.21,67,86,2.3,DE,2022-06-28 23:12:39
562,Wynyard,-41.0,145.7167,47.98,89,100,4.79,AU,2022-06-28 23:12:39
563,Touros,-5.1989,-35.4608,75.36,89,6,10.8,BR,2022-06-28 23:12:40
564,Port Hardy,50.6996,-127.4199,58.32,87,98,5.03,CA,2022-06-28 23:12:40
565,Yancheng,33.3856,120.1253,81.95,80,29,4.36,CN,2022-06-28 23:12:41
566,Fasa,28.9383,53.6482,81.91,19,2,2.46,IR,2022-06-28 23:12:41
567,Irbil,36.1926,44.0106,75.02,23,0,2.3,IQ,2022-06-28 23:12:41
